Player_ID,Date,Total_Distance_m,High_Speed_Running_m,Sprint_Distance_m,Injury_Occurred
P002,2026-03-11,8349,668,101,0
P002,2026-03-12,4260,767,121,0
P002,2026-03-13,4536,512,88,0
P002,2026-03-14,9200,971,195,0
P002,2026-03-15,8889,729,110,0
P002,2026-03-16,8954,868,92,0
P002,2026-03-17,6384,443,58,0
P002,2026-03-18,8059,1279,56,0
P002,2026-03-19,7514,511,147,0
P002,2026-03-20,5781,447,201,0
P002,2026-03-21,5423,787,191,0
P002,2026-03-22,6311,434,138,0
P002,2026-03-23,7802,856,98,0
P002,2026-03-24,6818,932,29,0
P002,2026-03-25,7484,507,253,0
P002,2026-03-26,5524,165,33,0
P002,2026-03-27,6741,784,106,0
P002,2026-03-28,7627,208,190,0
P002,2026-03-29,4853,511,201,0
P002,2026-03-30,5379,591,297,0
P002,2026-03-31,5804,957,83,0
P003,2026-01-01,11338,230,190,0
P003,2026-01-02,10041,911,307,0
P003,2026-01-03,8270,998,254,0
P003,2026-01-04,10927,1048,304,0
P003,2026-01-05,8558,825,227,0
P003,2026-01-06,9767,845,299,0
P003,2026-01-07,12289,1233,237,0
P003,2026-01-08,10977,849,66,0
P003,2026-01-09,7663,410,235,0
P003,2026-01-10,9203,1474,303,0
P003,2026-01-11,8847,1220,49,0
P003,2026-01-12,9529,1203,122,0
P003,2026-01-13,10891,1073,228,0
P003,2026-01-14,10125,1653,288,0
P003,2026-01-15,9548,834,185,0
P003,2026-01-16,10421,715,277,0
P003,2026-01-17,8459,1115,303,0
P003,2026-01-18,10732,819,243,0
P003,2026-01-19,7707,838,308,0
P003,2026-01-20,10311,695,357,0
P003,2026-01-21,11209,1096,458,0
P003,2026-01-22,8015,598,92,0
P003,2026-01-23,11420,1168,264,0
P003,2026-01-24,9595,634,514,0
P003,2026-01-25,9369,1004,342,0
P003,2026-01-26,9897,1039,191,0
P003,2026-01-27,9883,1536,404,0
P003,2026-01-28,11565,818,171,1
P003,2026-01-29,8987,988,379,0
P003,2026-01-30,6637,1430,254,0
P003,2026-01-31,8535,668,104,1
P003,2026-02-01,10410,994,141,0
P003,2026-02-02,7233,871,437,0
P003,2026-02-03,8786,521,245,0
P003,2026-02-04,8766,162,264,0
P003,2026-02-05,8829,1180,455,0
P003,2026-02-06,10865,891,159,0
P003,2026-02-07,13036,989,271,0
P003,2026-02-08,9139,1031,255,0
P003,2026-02-09,8315,807,267,0
P003,2026-02-10,8360,758,281,1
P003,2026-02-11,8793,1423,20,0
P003,2026-02-12,10813,1345,63,0
P003,2026-02-13,8661,860,129,0
P003,2026-02-14,8009,638,445,0
P003,2026-02-15,10579,1353,342,0
P003,2026-02-16,7482,814,319,0
P003,2026-02-17,7342,1185,246,0
P003,2026-02-18,8613,1185,314,0
P003,2026-02-19,8634,1319,162,0
P003,2026-02-20,10099,1149,239,0
P003,2026-02-21,9665,596,362,0
P003,2026-02-22,8898,815,375,0
P003,2026-02-23,8119,549,114,0
P003,2026-02-24,10085,587,445,0
P003,2026-02-25,6053,1480,291,0
P003,2026-02-26,9030,808,310,0
P003,2026-02-27,9119,1303,281,0
P003,2026-02-28,9401,862,264,0
P003,2026-03-01,9637,458,135,0
P003,2026-03-02,10290,1023,251,0
P003,2026-03-03,9203,1076,216,0
P003,2026-03-04,8008,1030,172,0
P003,2026-03-05,9788,461,373,0
P003,2026-03-06,9884,1048,368,0
P003,2026-03-07,11674,1276,86,0
P003,2026-03-08,7256,784,272,0
P003,2026-03-09,9952,754,289,0
P003,2026-03-10,8042,788,129,0
P003,2026-03-11,7791,566,172,0
P003,2026-03-12,10756,687,533,1
P003,2026-03-13,9915,1027,184,0
P003,2026-03-14,10226,799,282,0
P003,2026-03-15,13016,943,385,0
P003,2026-03-16,8121,961,447,0
P003,2026-03-17,8235,1515,341,0
P003,2026-03-18,8332,1161,367,0
P003,2026-03-19,10108,500,197,0
P003,2026-03-20,8804,949,332,0
P003,2026-03-21,9442,571,308,0
P003,2026-03-22,10091,1139,378,0
P003,2026-03-23,10426,1109,263,0
P003,2026-03-24,6684,1100,291,0
P003,2026-03-25,9583,588,162,0
P003,2026-03-26,10755,960,338,0
P003,2026-03-27,9218,980,364,0
P003,2026-03-28,8401,1000,224,0
P003,2026-03-29,8524,879,292,0
P003,2026-03-30,8457,1348,180,0
P003,2026-03-31,8895,840,415,0
P004,2026-01-01,10298,481,284,0
P004,2026-01-02,10085,951,364,0
P004,2026-01-03,7975,1349,487,0
P004,2026-01-04,8206,793,403,0
P004,2026-01-05,11120,770,215,0
P004,2026-01-06,8328,523,166,0
P004,2026-01-07,7244,696,254,0
P004,2026-01-08,9102,1392,158,0
P004,2026-01-09,10227,862,252,0
P004,2026-01-10,9763,590,296,0
P004,2026-01-11,9000,1074,286,0
P004,2026-01-12,12434,735,204,0
P004,2026-01-13,7816,760,194,0
P004,2026-01-14,10534,1353,200,0
P004,2026-01-15,7502,1068,202,0
P004,2026-01-16,9700,987,106,0
P004,2026-01-17,11072,1465,196,0
P004,2026-01-18,8169,1012,291,0
P004,2026-01-19,9738,1530,240,0
P004,2026-01-20,7553,513,184,0
P004,2026-01-21,8701,1465,206,0
P004,2026-01-22,9086,922,376,0
P004,2026-01-23,12541,767,208,0
P004,2026-01-24,10317,1131,442,0
P004,2026-01-25,9626,819,316,0
P004,2026-01-26,10414,1173,308,0
P004,2026-01-27,10351,1277,396,0
P004,2026-01-28,9724,876,272,0
P004,2026-01-29,10560,681,294,0
P004,2026-01-30,8161,935,385,0
P004,2026-01-31,9037,940,121,0
P004,2026-02-01,9870,1120,474,1
P004,2026-02-02,8289,992,282,0
P004,2026-02-03,11117,898,285,0
P004,2026-02-04,9662,983,213,0
P004,2026-02-05,9042,1249,155,0
P004,2026-02-06,8950,716,377,0
P004,2026-02-07,6466,759,295,0
P004,2026-02-08,11099,907,202,0
P004,2026-02-09,11572,492,37,0
P004,2026-02-10,9411,776,155,0
P004,2026-02-11,9813,1000,201,0
P004,2026-02-12,6830,1188,322,0
P004,2026-02-13,8602,1481,150,0
P004,2026-02-14,6462,719,253,0
P004,2026-02-15,9116,854,293,0
P004,2026-02-16,6873,1360,249,0
P004,2026-02-17,10427,1029,303,0
P004,2026-02-18,9605,1061,322,0
P004,2026-02-19,10744,985,328,0
P004,2026-02-20,8616,1359,190,0
P004,2026-02-21,11452,914,114,0
P004,2026-02-22,8943,722,341,0
P004,2026-02-23,7772,793,68,0
P004,2026-02-24,8072,199,99,0
P004,2026-02-25,9891,1162,300,0
P004,2026-02-26,7300,912,257,0
P004,2026-02-27,7013,1378,345,0
P004,2026-02-28,8419,935,278,0
P004,2026-03-01,5688,852,189,0
P004,2026-03-02,7248,842,437,0
P004,2026-03-03,9712,755,315,0
P004,2026-03-04,10850,1204,263,0
P004,2026-03-05,7780,1136,297,0
P004,2026-03-06,10093,1117,362,0
P004,2026-03-07,7948,1322,277,0
P004,2026-03-08,11863,720,431,1
P004,2026-03-09,9047,731,209,0
P004,2026-03-10,8270,1054,310,0
P004,2026-03-11,7890,919,472,0
P004,2026-03-12,11342,1057,261,0
P004,2026-03-13,8931,1111,155,0
P004,2026-03-14,8365,426,297,0
P004,2026-03-15,9721,782,415,0
P004,2026-03-16,6912,487,280,0
P004,2026-03-17,10321,1432,211,0
P004,2026-03-18,10369,915,240,0
P004,2026-03-19,10076,1122,100,0
P004,2026-03-20,10965,1341,195,0
P004,2026-03-21,9344,1075,283,0
P004,2026-03-22,7925,725,255,0
P004,2026-03-23,10510,1090,220,0
P004,2026-03-24,9908,100,372,0
P004,2026-03-25,6141,818,145,0
P004,2026-03-26,6809,1275,211,0
P004,2026-03-27,9270,912,305,0
P004,2026-03-28,8866,542,357,0
P004,2026-03-29,8010,460,215,0
P004,2026-03-30,11002,1182,223,0
P004,2026-03-31,8227,830,465,0
P005,2026-01-01,9632,1261,288,0
P005,2026-01-02,8598,893,257,0
P005,2026-01-03,8931,1170,270,0
P005,2026-01-04,10086,927,272,0
P005,2026-01-05,5990,1226,299,0
P005,2026-01-06,10484,100,473,0
P005,2026-01-07,8778,1284,160,0
P005,2026-01-08,9906,636,202,0
P005,2026-01-09,11858,894,286,0
P005,2026-01-10,10292,1100,279,0
P005,2026-01-11,9534,1673,259,0
P005,2026-01-12,9289,1267,375,0
P005,2026-01-13,10768,1143,150,0
P005,2026-01-14,11437,608,295,0
P005,2026-01-15,7856,932,297,0
P005,2026-01-16,9469,1078,426,0
P005,2026-01-17,9667,878,361,0
P005,2026-01-18,10771,583,324,0
P005,2026-01-19,10039,862,402,0
P005,2026-01-20,8762,989,247,0
P005,2026-01-21,9010,623,120,0
P005,2026-01-22,11379,697,165,0
P005,2026-01-23,5757,760,132,0
P005,2026-01-24,11450,1255,196,0
P005,2026-01-25,12366,1246,232,0
P005,2026-01-26,5238,1639,125,0
P005,2026-01-27,6519,1258,508,0
P005,2026-01-28,11063,1121,324,0
P005,2026-01-29,10267,1179,292,0
P005,2026-01-30,9143,933,189,0
P005,2026-01-31,8566,444,254,0
P005,2026-02-01,7504,620,282,0
P005,2026-02-02,11075,1227,107,0
P005,2026-02-03,7503,1234,166,0
P005,2026-02-04,8650,1117,167,0
P005,2026-02-05,9145,551,204,0
P005,2026-02-06,9467,474,308,0
P005,2026-02-07,8958,1117,287,0
P005,2026-02-08,11033,989,221,0
P005,2026-02-09,9170,1115,269,0
P005,2026-02-10,9048,741,198,0
P005,2026-02-11,6883,1476,140,0
P005,2026-02-12,7948,736,354,0
P005,2026-02-13,8545,1326,197,0
P005,2026-02-14,9405,701,479,0
P005,2026-02-15,7206,1045,328,0
P005,2026-02-16,9608,896,251,0
P005,2026-02-17,9053,907,361,0
P005,2026-02-18,12303,784,127,0
P005,2026-02-19,8855,1725,184,0
P005,2026-02-20,11446,1455,209,0
P005,2026-02-21,9840,1440,226,0
P005,2026-02-22,8682,777,163,0
P005,2026-02-23,8013,584,268,0
P005,2026-02-24,7832,1022,109,0
P005,2026-02-25,9483,1202,65,0
P005,2026-02-26,9548,1320,143,0
P005,2026-02-27,11496,1077,194,0
P005,2026-02-28,8903,1119,272,0
P005,2026-03-01,9795,675,281,0
P005,2026-03-02,6866,918,174,0
P005,2026-03-03,7884,1322,373,0
P005,2026-03-04,9901,624,233,0
P005,2026-03-05,10807,994,496,0
P005,2026-03-06,9577,1009,233,0
P005,2026-03-07,9187,906,335,0
P005,2026-03-08,10422,716,131,0
P005,2026-03-09,6233,1104,154,0
P005,2026-03-10,5758,1068,514,1
P005,2026-03-11,8978,1203,273,0
P005,2026-03-12,8839,1227,235,0
P005,2026-03-13,9388,1048,198,0
P005,2026-03-14,10475,899,189,0
P005,2026-03-15,9792,682,267,0
P005,2026-03-16,8973,1277,312,0
P005,2026-03-17,8949,1197,403,0
P005,2026-03-18,9824,955,133,0
P005,2026-03-19,7389,860,203,0
P005,2026-03-20,8707,969,317,0
P005,2026-03-21,8881,1098,271,0
P005,2026-03-22,6024,670,250,0
P005,2026-03-23,7172,1132,417,0
P005,2026-03-24,10815,888,413,0
P005,2026-03-25,9210,850,203,0
P005,2026-03-26,8533,835,281,0
P005,2026-03-27,9228,952,308,0
P005,2026-03-28,10773,1236,116,0
P005,2026-03-29,5156,1232,128,0
P005,2026-03-30,8650,601,84,0
P005,2026-03-31,9799,1179,207,0
P006,2026-01-01,4377,668,20,0
P006,2026-01-02,5471,546,211,0
P006,2026-01-03,5376,258,272,0
P006,2026-01-04,4959,542,60,0
P006,2026-01-05,4531,285,136,0
P006,2026-01-06,7764,139,20,0
P006,2026-01-07,7403,487,86,0
P006,2026-01-08,6756,369,335,0
P006,2026-01-09,6213,404,369,0
P006,2026-01-10,4288,773,183,0
P006,2026-01-11,7149,1019,156,0
P006,2026-01-12,4066,688,85,0
P006,2026-01-13,8217,591,116,0
P006,2026-01-14,5473,146,56,0
P006,2026-01-15,6997,353,48,0
P006,2026-01-16,6001,906,225,0
P006,2026-01-17,6690,323,20,0
P006,2026-01-18,7448,453,128,0
P006,2026-01-19,7189,717,198,0
P006,2026-01-20,8444,357,246,0
P006,2026-01-21,5282,631,306,0
P006,2026-01-22,5958,712,260,0
P006,2026-01-23,4649,298,48,0
P006,2026-01-24,2247,1167,43,0
P006,2026-01-25,4865,467,184,0
P006,2026-01-26,6420,808,95,0
P006,2026-01-27,4946,635,128,0
P006,2026-01-28,7607,698,226,0
P006,2026-01-29,6191,902,171,0
P006,2026-01-30,3251,670,88,0
P006,2026-01-31,4403,726,277,0
P006,2026-02-01,5228,643,323,0
P006,2026-02-02,5558,1331,209,0
P006,2026-02-03,2555,776,191,0
P006,2026-02-04,7131,752,139,0
P006,2026-02-05,3360,488,68,0
P006,2026-02-06,4326,727,320,0
P006,2026-02-07,5788,191,197,0
P006,2026-02-08,6991,367,139,0
P006,2026-02-09,5218,315,218,0
P006,2026-02-10,5015,676,64,0
P006,2026-02-11,4540,767,116,0
P006,2026-02-12,7787,430,175,0
P006,2026-02-13,6595,125,20,0
P006,2026-02-14,2908,929,98,0
P006,2026-02-15,9034,381,171,0
P006,2026-02-16,7510,1152,359,0
P006,2026-02-17,7009,857,212,0
P006,2026-02-18,6364,385,71,0
P006,2026-02-19,5191,499,108,0
P006,2026-02-20,6241,837,162,0
P006,2026-02-21,7413,208,133,0
P006,2026-02-22,4121,100,145,0
P006,2026-02-23,5014,1004,216,0
P006,2026-02-24,3660,1106,275,0
P006,2026-02-25,6070,482,57,0
P006,2026-02-26,4638,877,341,0
P006,2026-02-27,7511,404,41,0
P006,2026-02-28,5408,100,185,0
P006,2026-03-01,4975,410,20,0
P006,2026-03-02,5967,390,36,0
P006,2026-03-03,2000,542,330,0
P006,2026-03-04,7688,413,93,0
P006,2026-03-05,5900,251,183,0
P006,2026-03-06,6346,918,143,0
P006,2026-03-07,4891,287,70,0
P006,2026-03-08,4857,660,244,0
P006,2026-03-09,3992,998,126,0
P006,2026-03-10,5164,326,20,0
P006,2026-03-11,6522,771,125,0
P006,2026-03-12,5297,705,20,0
P006,2026-03-13,4403,788,27,0
P006,2026-03-14,5637,143,199,0
P006,2026-03-15,5143,100,269,0
P006,2026-03-16,4095,307,173,0
P006,2026-03-17,6919,245,159,0
P006,2026-03-18,5840,758,170,0
P006,2026-03-19,4646,302,161,0
P006,2026-03-20,3588,100,196,0
P006,2026-03-21,6552,100,52,0
P006,2026-03-22,6125,1167,155,0
P006,2026-03-23,4104,495,290,0
P006,2026-03-24,4227,310,105,0
P006,2026-03-25,3766,587,315,0
P006,2026-03-26,5681,475,124,0
P006,2026-03-27,2852,815,145,0
P006,2026-03-28,4926,1508,183,0
P006,2026-03-29,4069,422,268,0
P006,2026-03-30,5366,119,245,0
P006,2026-03-31,4194,1112,261,0
P007,2026-01-01,9851,860,319,0
P007,2026-01-02,8657,586,169,0
P007,2026-01-03,9475,739,193,0
P007,2026-01-04,6497,967,439,0
P007,2026-01-05,6328,847,374,0
P007,2026-01-06,7810,975,127,0
P007,2026-01-07,8572,783,332,0
P007,2026-01-08,9711,1616,291,0
P007,2026-01-09,8418,898,198,0
P007,2026-01-10,8437,751,250,0
P007,2026-01-11,9906,538,347,0
P007,2026-01-12,9905,804,21,0
P007,2026-01-13,7018,1229,231,0
P007,2026-01-14,6431,688,317,0
P007,2026-01-15,8750,768,197,0
P007,2026-01-16,7342,563,395,0
P007,2026-01-17,7446,1205,385,0
P007,2026-01-18,9427,710,274,0
P007,2026-01-19,7893,569,266,0
P007,2026-01-20,6161,1196,187,0
P007,2026-01-21,8231,925,207,0
P007,2026-01-22,8810,697,320,0
P007,2026-01-23,5911,878,427,0
P007,2026-01-24,6429,636,285,0
P007,2026-01-25,8199,945,282,0
P007,2026-01-26,8882,1173,274,0
P007,2026-01-27,7568,1041,423,0
P007,2026-01-28,7731,547,344,0
P007,2026-01-29,7749,188,318,0
P007,2026-01-30,7127,812,266,0
P007,2026-01-31,8215,1052,190,0
P007,2026-02-01,8699,762,307,0
P007,2026-02-02,8853,559,342,0
P007,2026-02-03,7126,1082,270,0
P007,2026-02-04,10687,773,198,0
P007,2026-02-05,7901,749,313,0
P007,2026-02-06,5505,524,126,0
P007,2026-02-07,9355,1353,223,0
P007,2026-02-08,7676,861,349,0
P007,2026-02-09,6539,911,331,0
P007,2026-02-10,8681,896,333,0
P007,2026-02-11,3875,1043,168,0
P007,2026-02-12,5184,993,371,0
P007,2026-02-13,7723,1125,394,0
P007,2026-02-14,9902,1332,307,0
P007,2026-02-15,8043,359,209,0
P007,2026-02-16,6665,1491,216,0
P007,2026-02-17,8114,1005,238,0
P007,2026-02-18,10472,653,253,0
P007,2026-02-19,6816,444,172,0
P007,2026-02-20,7874,711,164,0
P007,2026-02-21,5820,815,83,0
P007,2026-02-22,9070,864,87,0
P007,2026-02-23,7466,614,265,0
P007,2026-02-24,9940,277,245,0
P007,2026-02-25,7689,1041,255,0
P007,2026-02-26,6802,744,154,0
P007,2026-02-27,9544,846,423,0
P007,2026-02-28,7839,627,82,0
P007,2026-03-01,5225,364,260,0
P007,2026-03-02,8693,365,323,0
P007,2026-03-03,7205,884,394,0
P007,2026-03-04,9275,759,144,0
P007,2026-03-05,4702,624,212,0
P007,2026-03-06,6449,800,241,0
P007,2026-03-07,7592,645,250,0
P007,2026-03-08,8593,512,374,0
P007,2026-03-09,7782,845,304,0
P007,2026-03-10,8279,1126,262,0
P007,2026-03-11,7011,948,119,0
P007,2026-03-12,8093,830,212,0
P007,2026-03-13,7737,275,178,0
P007,2026-03-14,8069,888,130,0
P007,2026-03-15,9828,580,330,0
P007,2026-03-16,8570,646,411,1
P007,2026-03-17,6139,1115,333,0
P007,2026-03-18,6924,1257,208,0
P007,2026-03-19,8363,918,220,0
P007,2026-03-20,9146,1078,58,0
P007,2026-03-21,9886,341,336,0
P007,2026-03-22,9620,512,192,0
P007,2026-03-23,6271,775,202,0
P007,2026-03-24,9099,1233,373,0
P007,2026-03-25,7086,777,65,0
P007,2026-03-26,6721,1129,395,0
P007,2026-03-27,6078,662,231,0
P007,2026-03-28,8350,597,276,0
P007,2026-03-29,7219,835,288,0
P007,2026-03-30,7939,709,222,0
P007,2026-03-31,7797,729,207,0
P008,2026-01-01,11380,1027,380,0
P008,2026-01-02,10038,1468,347,0
P008,2026-01-03,10377,1250,153,0
P008,2026-01-04,8848,758,324,0
P008,2026-01-05,13137,1785,374,0
P008,2026-01-06,11290,576,256,0
P008,2026-01-07,9357,930,293,0
P008,2026-01-08,9830,522,385,0
P008,2026-01-09,8929,1188,517,1
P008,2026-01-10,9159,357,281,0
P008,2026-01-11,12190,1703,187,0
P008,2026-01-12,11283,976,299,0
P008,2026-01-13,14505,665,335,0
P008,2026-01-14,11240,1442,320,0
P008,2026-01-15,11000,998,337,0
P008,2026-01-16,10023,1302,273,0
P008,2026-01-17,11104,1107,423,0
P008,2026-01-18,10461,584,436,1
P008,2026-01-19,9180,920,250,0
P008,2026-01-20,12600,475,624,0
P008,2026-01-21,12122,1183,304,0
P008,2026-01-22,10967,1272,374,0
P008,2026-01-23,11372,1143,290,0
P008,2026-01-24,10311,1057,423,0
P008,2026-01-25,11429,234,376,0
P008,2026-01-26,10830,1110,271,0
P008,2026-01-27,12224,1400,233,0
P008,2026-01-28,11149,824,172,0
P008,2026-01-29,9598,1375,405,0
P008,2026-01-30,11308,1333,362,0
P008,2026-01-31,9576,1245,390,0
P008,2026-02-01,11670,1472,381,0
P008,2026-02-02,11065,1437,307,0
P008,2026-02-03,9215,1067,235,0
P008,2026-02-04,9526,1072,231,0
P008,2026-02-05,10076,548,331,0
P008,2026-02-06,10540,871,376,0
P008,2026-02-07,11945,634,234,0
P008,2026-02-08,9385,834,393,0
P008,2026-02-09,10248,1036,110,0
P008,2026-02-10,11491,744,316,0
P008,2026-02-11,10954,1524,179,0
P008,2026-02-12,6009,1171,490,0
P008,2026-02-13,12397,1179,261,0
P008,2026-02-14,11749,824,358,0
P008,2026-02-15,11296,1434,586,0
P008,2026-02-16,11127,963,307,0
P008,2026-02-17,7885,907,269,0
P008,2026-02-18,9752,1162,228,0
P008,2026-02-19,12220,1116,309,0
P008,2026-02-20,10046,1162,392,0
P008,2026-02-21,9238,918,280,0
P008,2026-02-22,8519,870,262,0
P008,2026-02-23,11850,1195,329,0
P008,2026-02-24,11815,1075,349,0
P008,2026-02-25,10383,1195,252,0
P008,2026-02-26,6880,1076,452,1
P008,2026-02-27,11928,1405,434,1
P008,2026-02-28,10671,1175,248,0
P008,2026-03-01,10064,1301,430,0
P008,2026-03-02,10329,981,310,0
P008,2026-03-03,11440,683,80,0
P008,2026-03-04,9712,750,259,0
P008,2026-03-05,10317,980,455,0
P008,2026-03-06,11028,1206,372,0
P008,2026-03-07,8830,1428,302,0
P008,2026-03-08,11544,794,155,0
P008,2026-03-09,11765,1229,220,0
P008,2026-03-10,9234,1453,191,0
P008,2026-03-11,13002,846,374,0
P008,2026-03-12,10045,1297,256,0
P008,2026-03-13,10294,1128,210,0
P008,2026-03-14,11650,962,287,0
P008,2026-03-15,9047,347,291,0
P008,2026-03-16,14157,1351,308,0
P008,2026-03-17,10144,1123,365,0
P008,2026-03-18,8767,1450,381,0
P008,2026-03-19,11616,1247,312,0
P008,2026-03-20,11548,1293,275,0
P008,2026-03-21,9678,1146,465,1
P008,2026-03-22,8680,676,326,0
P008,2026-03-23,10615,1168,334,0
P008,2026-03-24,10203,1563,150,0
P008,2026-03-25,9296,1085,146,0
P008,2026-03-26,10274,1614,312,0
P008,2026-03-27,10884,738,248,0
P008,2026-03-28,9975,1021,438,0
P008,2026-03-29,11375,782,335,0
