Player_ID,Date,Total_Distance_m,High_Speed_Running_m,Sprint_Distance_m,Injury_Occurred,Daily_Load,Acute_Load,Chronic_Load,ACWR,Monotony,Strain,Injury_Risk_Probability,Risk_Level
P001,2026-01-15,8682,523,197,0,1326.7,1508.0693340026362,1539.3161187491628,0.9797008592563,6.439885373283287,9711.793645940645,0.3473,Low
P001,2026-01-16,8442,1284,303,0,1789.2,1579.063546797955,1564.61286662823,1.0092359396919106,6.257910809210238,9881.63883793678,0.0409,Low
P001,2026-01-17,6489,1064,230,0,1410.9,1536.7042474983743,1549.538329054642,0.9917174740161011,5.968211201225679,9171.375502890876,0.0593,Low
P001,2026-01-18,8118,1151,372,0,1759.3000000000002,1592.6686969665532,1569.5277709689603,1.0147438715505288,6.48598131098892,10330.01940312214,0.0752,Low
P001,2026-01-19,10530,715,238,0,1648.5,1606.6857909593402,1576.8604338093785,1.0189143860301992,6.512517107206534,10463.568699528365,0.2998,Low
P001,2026-01-20,9630,1260,221,0,1814.0,1658.6792254196116,1598.3654557056107,1.0377346489323547,8.30165220365481,13769.77804686117,0.0856,Low
P001,2026-01-21,8855,635,149,0,1352.0,1581.8266321687672,1576.4987193069435,1.003379579547245,7.324192130141226,11585.602170578284,0.2119,Low
P001,2026-01-22,10352,1374,261,0,1983.2,1682.3492871135409,1611.8958600009948,1.0437084171650013,7.412246252868083,12469.987199422634,0.0545,Low
P001,2026-01-23,10639,1076,204,0,1805.9,1713.2783439295986,1628.481274540458,1.0520712520273572,7.5013377602904905,12851.879535207056,0.1456,Low
P001,2026-01-24,9675,1428,265,0,1946.5,1771.6423198515624,1655.2267412930328,1.0703320970782932,8.37483539437955,14837.21280647356,0.0211,Low
P001,2026-01-25,11480,181,351,0,1589.5,1726.072446578651,1649.7815155968979,1.0462430447899158,7.811686696129866,13483.537167494775,0.1279,Low
P001,2026-01-26,9264,877,278,0,1642.9,1705.2675925163712,1649.2192119021126,1.0339847910271236,7.704561125749,13138.338402301219,0.1753,Low
P001,2026-01-27,6152,901,304,0,1369.7,1621.3401674302545,1626.6665568305127,0.9967255739382187,6.34694871476451,10290.56289186753,0.1294,Low
P001,2026-01-28,11350,812,188,0,1729.0,1648.2636732276953,1634.8275690763282,1.008218661296966,7.718430550732316,12722.008691102912,0.0996,Low
P001,2026-01-29,8381,1242,302,0,1761.1,1676.4794733695248,1644.790262198159,1.019266408433347,9.166849438959838,15368.034919885115,0.0348,Low
P001,2026-01-30,8339,1121,278,0,1672.4,1675.4594228643925,1646.9472017792975,1.0173121584475628,9.52700448855747,15962.109442024976,0.043,Low
P001,2026-01-31,10586,756,236,0,1672.6000000000001,1674.744471390148,1648.933076040141,1.0156533855548937,12.968767197701558,21719.371165096585,0.0806,Low
P001,2026-02-01,8545,528,298,0,1416.5,1610.1768675701842,1631.0903417943393,0.987178218422328,10.501078075448776,16908.593001636047,0.0775,Low
P001,2026-02-02,9525,969,245,0,1682.0,1628.1340035560397,1634.9681784406437,0.9958199890781226,10.472655052453524,17050.885798412542,0.0489,Low
P001,2026-02-03,7010,841,234,0,1355.5,1559.9716511881084,1613.8331110464906,0.9666251304698371,9.796198797117192,15281.792412905867,0.057,Low
P001,2026-02-04,7930,919,309,0,1561.5,1560.3537545839993,1609.9015520708,0.9692230825448309,10.316875411755083,16097.975284307387,0.022,Low
P001,2026-02-05,11963,1019,294,0,1999.8,1670.218807864169,1639.0135923161604,1.0190390156029892,7.897795981797982,13191.04738947305,0.0557,Low
P001,2026-02-06,9022,391,266,0,1363.7,1593.5872791686586,1618.5736219877351,0.9845627333071086,6.906252117973688,11005.715521934475,0.087,Low
P001,2026-02-07,9224,1706,249,0,2024.4,1701.2923849686163,1648.5450295544777,1.0319963022838574,5.943940058447011,10112.379958145812,0.0736,Low
P001,2026-02-08,9586,957,152,0,1589.1,1673.243912630661,1644.1762002975747,1.0176791892201296,6.1530331323440945,10295.525232909526,0.1306,Low
P001,2026-02-09,10848,1193,348,0,2029.3,1762.2588296590895,1672.3527492351238,1.05376023086486,5.733966628899352,10104.733320748446,0.0864,Low
P001,2026-02-10,7769,1388,128,0,1598.9,1721.4188142109972,1667.0012352463325,1.0326439881912766,6.298393980876735,10842.173897994511,0.1527,Low
P001,2026-02-11,10014,1624,170,0,1983.4,1786.914481156046,1689.963610681068,1.0573686079916358,6.51224862650583,11636.831375591837,0.1061,Low
P001,2026-02-12,8284,997,218,0,1544.9,1726.4106041719629,1679.4735953424074,1.0279474465572123,6.333153517478314,10933.623390423527,0.1098,Low
P001,2026-02-13,6807,988,162,0,1336.7,1628.9826431164738,1654.769238963415,0.9844167965635725,5.842383867527227,9517.141914625548,0.1754,Low
P001,2026-02-14,9844,691,424,0,1753.9,1660.2120568655644,1661.8916595412807,0.9989893368463783,6.688816563861934,11104.853905485677,0.6196,Medium
P001,2026-02-15,7958,870,350,0,1580.8000000000002,1640.359007115071,1656.0820760725496,0.9905058577170132,6.593253515189619,10815.302789834395,0.1051,Low
P001,2026-02-16,7287,1035,399,0,1645.2,1641.569256960933,1655.3045415925292,0.9917022552627057,8.260234683041409,13559.747310963214,0.0511,Low
P001,2026-02-17,6722,1022,295,0,1478.2,1600.726901600859,1642.6816301662436,0.9744596046248264,7.717509096785293,12353.624424573567,0.0655,Low
P001,2026-02-18,10306,596,137,0,1465.6000000000001,1566.9451506921948,1630.0894179504367,0.9612633048374315,11.620134201771432,18208.112937858263,0.0877,Low
P001,2026-02-19,9916,1056,294,0,1813.6,1628.6088979406618,1643.1108709801372,0.9911740691347471,9.627940223764481,15680.149117263642,0.052,Low
P001,2026-02-20,9653,763,292,0,1638.8000000000002,1631.1566745376422,1642.8055904463934,0.9929091269803403,12.52910179497576,20436.928018836265,0.02,Low
P001,2026-02-21,9573,753,455,1,1788.8000000000002,1670.56751845779,1653.1252937426311,1.0105510542217642,12.242286688130589,20451.566492839152,0.6651,High
P001,2026-02-22,9844,610,334,0,1623.4,1658.775636026062,1651.027751303042,1.0046927585983807,12.302566018418243,20407.19677195434,0.0708,Low
P001,2026-02-23,7671,1203,384,0,1752.6,1682.2317312225907,1658.183678470612,1.0145026410036386,11.851234137137647,19936.52211964133,0.0219,Low
P001,2026-02-24,7902,1256,310,0,1728.2,1693.723799961371,1663.1091205616917,1.0184080941154714,14.003201758227943,23717.556093571584,0.0069,Low
P001,2026-02-25,10366,1536,244,0,2048.6000000000004,1782.4428589132963,1690.1898559571,1.0545814377510518,12.571074897958118,22407.222680729643,0.044,Low
P001,2026-02-26,8003,700,187,0,1337.3000000000002,1671.1571357723485,1665.4311447647872,1.0034381373202845,7.818926694325295,13066.655139302618,0.131,Low
P001,2026-02-27,9018,1069,296,0,1732.3000000000002,1686.4428526959023,1670.1170591615892,1.0097752330275318,7.954903275204428,13415.489772355731,0.0452,Low
P001,2026-02-28,10374,971,414,0,1936.9,1749.0571421844168,1688.791449305319,1.0356856866767243,7.694049643471156,13457.332481234691,0.5383,Medium
P001,2026-03-01,8736,1783,331,0,2096.1,1835.8178594052474,1717.2729938793366,1.0690308735175578,7.1626700094978295,13149.357524462468,0.0281,Low
P001,2026-03-02,7848,646,317,0,1424.8000000000002,1733.0633920961852,1696.8410937846054,1.021346894668446,5.885090415646764,10199.23475853353,0.1834,Low
P001,2026-03-03,8798,1181,316,0,1786.3000000000002,1746.372544310892,1703.0850329742912,1.0254171108572494,5.933362092329033,10361.86065349845,0.0811,Low
P001,2026-03-04,9024,713,117,0,1375.9,1653.754406987061,1680.267553521617,0.9842208722526382,5.57738852792981,9223.630857543,0.3526,Medium
P001,2026-03-05,8464,1224,290,0,1748.4,1677.4158054790555,1685.0153548382586,0.9954899168768514,6.50578404568785,10912.904985270274,0.0743,Low
P001,2026-03-06,7265,1019,307,0,1543.0,1643.8118538549763,1675.1261458850038,0.9813063022626595,6.153151571934673,10114.623492512597,0.1171,Low
P001,2026-03-07,7808,1013,274,0,1561.3000000000002,1623.1838902741479,1667.205187742607,0.9735957472253183,6.515368220510283,10575.640734736435,0.1671,Low
P001,2026-03-08,7419,1074,325,0,1603.9,1618.362917685088,1662.8026342755431,0.9732742025979777,10.636020552690164,17212.941254210215,0.044,Low
P001,2026-03-09,10758,1283,131,0,1848.3,1675.8471884473493,1675.6955614923365,1.0000904800117587,10.162122629814604,17030.164637831986,0.0353,Low
P001,2026-03-10,7727,1122,320,0,1653.7,1670.3103913222537,1674.1675917176042,0.9976960428624989,10.975687642182494,18332.805120644665,0.0253,Low
P001,2026-03-11,9906,2123,326,0,2378.1,1847.2577938094748,1723.043276249371,1.07209018400837,6.322562964837183,11679.403713646627,0.0101,Low
P001,2026-03-12,10837,1253,334,0,2044.2,1896.4933454234235,1745.33153875825,1.0866092157519989,6.105550750960754,11579.136369342057,0.0447,Low
P001,2026-03-13,8660,1195,191,0,1654.5,1835.9950090064517,1739.0305713464536,1.0557577472760271,6.170405451617062,11328.833612715125,0.1117,Low
P001,2026-03-14,8778,821,277,0,1565.3000000000002,1768.3212567035653,1726.9837835794751,1.0239362194814874,5.954527160597565,10529.5169517034,0.1469,Low
P001,2026-03-15,12605,407,337,0,1801.0,1776.4909425323165,1732.1142696453821,1.0256199394049332,6.301807567000048,11195.1040643572,0.1477,Low
P001,2026-03-16,6714,825,378,0,1461.9,1697.8432068657191,1713.3907343291985,0.9909258658511277,5.344345466599552,9073.860645609651,0.1039,Low
P001,2026-03-17,9230,644,197,0,1442.0,1633.8824051288452,1694.5918070442415,0.9641746104844956,4.771874736303702,7796.682171125467,0.2715,Low
P001,2026-03-18,10153,748,290,0,1679.3000000000002,1645.236803849356,1693.5328821937312,0.9714820488181871,7.850565817454638,12916.039813918074,0.0921,Low
P001,2026-03-19,9202,772,483,0,1789.2,1681.2276028934878,1700.1557550880837,0.9888668070401095,11.630974464619062,19554.315318466874,0.3511,Medium
P001,2026-03-20,10084,360,287,0,1475.4,1629.770702163177,1684.6003818267752,0.967452405965464,10.54863691315857,17191.85938882285,0.0618,Low
P001,2026-03-21,8141,1223,189,0,1614.6,1625.978026621999,1679.7568316068093,0.9679841667241749,10.581008150814268,17204.48675273227,0.0554,Low
P001,2026-03-22,8961,1119,355,0,1810.6,1672.1335199700002,1688.8082279314735,0.9901263402280076,10.739634144059236,17958.10224449577,0.0319,Low
P001,2026-03-23,7333,867,221,0,1387.8000000000002,1601.0501399734562,1667.9896593188716,0.9598681391277739,9.451564739234394,15132.42904871941,0.0548,Low
P001,2026-03-24,8153,1497,309,0,1872.8000000000002,1668.987604982991,1682.1521198789644,0.9921739986163316,9.252018097976284,15441.503526600725,0.0161,Low
P001,2026-03-25,7242,1242,481,0,1826.2,1708.290703738501,1692.1110792895324,1.0095617921018187,8.94145732740824,15274.608430286,0.4859,Medium
P001,2026-03-26,10682,511,220,0,1543.7,1667.1430278028881,1681.8522173676633,0.9912541664925002,8.74191742780256,14574.026689389597,0.0792,Low
P001,2026-03-27,11034,755,313,0,1793.9,1698.8322708527362,1689.5962473978607,1.005466402647636,9.407406424051263,15981.605618205627,0.048,Low
P001,2026-03-28,10295,689,263,0,1637.0,1683.3742031393435,1685.961667689419,0.9984652827022608,9.39588831712022,15816.796008618516,0.0611,Low
P001,2026-03-29,4271,660,243,0,1000.1,1512.5556523527782,1638.5728263686021,0.9230933277918224,4.907848926482768,7423.394634645026,0.189,Low
P001,2026-03-30,7262,1457,126,0,1580.7,1529.591739264713,1634.5746816530218,0.9357735361226344,5.158441840458477,7890.310026642748,0.0337,Low
P001,2026-03-31,8473,1006,413,0,1763.3000000000002,1588.0188044488675,1643.4666088865722,0.9662616728563249,5.615734322547704,8917.891704994676,0.2762,Low
P002,2026-01-01,8414,709,98,0,1293.9,0.0,0.0,0.0,0.0,0.0,0.0091,Low
P002,2026-01-02,7362,766,136,0,1255.2,0.0,0.0,0.0,0.0,0.0,0.0,Low
P002,2026-01-03,6774,591,208,0,1180.9,1232.4837837837838,0.0,0.0,21.461734162916652,26451.239327673215,0.0,Low
P002,2026-01-04,7662,1182,72,0,1429.2,1304.4257142857143,0.0,0.0,12.531447660873075,16346.342566068406,0.0,Low
P002,2026-01-05,9869,121,181,0,1228.4,1279.5056338028169,0.0,0.0,13.577707691920196,17372.75348593973,0.0,Low
P002,2026-01-06,7552,790,134,0,1284.2,1280.9333234333235,0.0,0.0,15.189328607647807,19456.51717411516,0.0097,Low
P002,2026-01-07,6357,558,137,0,1051.7,1214.7968373600056,0.0,0.0,10.54019881266771,12804.200182774419,0.015,Low
P002,2026-01-08,7944,813,127,0,1327.9,1246.2183247138619,0.0,0.0,10.536609367915837,13130.915674648457,0.015,Low
P002,2026-01-09,8019,798,277,0,1477.9,1308.8407269622744,0.0,0.0,8.951127143455137,11715.599757571568,0.0052,Low
P002,2026-01-10,7614,457,140,0,1129.9,1261.4360195325644,0.0,0.0,8.231180977934573,10383.108168857949,0.0287,Low
P002,2026-01-11,7790,889,194,0,1417.5,1302.172526565429,0.0,0.0,8.603803820909977,11203.636959547637,0.0052,Low
P002,2026-01-12,6845,1089,137,0,1366.0,1318.6513850462657,0.0,0.0,8.597738162912389,11337.419336789557,0.0052,Low
P002,2026-01-13,7490,646,174,0,1246.0,1300.046538534094,0.0,0.0,8.417951185713267,10943.728300535506,0.0148,Low
P002,2026-01-14,8317,954,278,0,1586.7,1373.0099623937929,1321.127641330058,1.03927123242898,9.137756602722343,12546.230849467436,0.0316,Low
P002,2026-01-15,8627,712,264,0,1482.7,1400.8038949290992,1338.0715129308958,1.0468826747473075,9.021708147808537,12637.643912363788,0.0625,Low
P002,2026-01-16,6204,803,183,0,1204.9,1351.3320852469828,1324.5900263683225,1.0201889249838991,8.308367744308068,11227.363908914593,0.0329,Low
P002,2026-01-17,6815,885,114,0,1238.0,1322.7844730525846,1316.0981893827807,1.005080375972659,9.289522003334639,12288.0354680914,0.0126,Low
P002,2026-01-18,9808,404,75,0,1257.8000000000002,1306.4462445936163,1310.5426068727586,0.9968742929635381,9.010030617966947,11771.120664516418,0.0405,Low
P002,2026-01-19,8406,944,259,0,1571.6,1373.0161598586285,1334.782087881307,1.028644422215439,8.087092838986235,11103.709154205095,0.0239,Low
P002,2026-01-20,7612,702,106,0,1218.2,1334.1889907116174,1324.2098312441306,1.0075359275823772,7.6925354876568015,10263.296158290128,0.054,Low
P002,2026-01-21,6783,503,294,0,1223.8000000000002,1306.525949007624,1315.2977242063903,0.9933309508785408,8.77646611095483,11466.68071454851,0.0405,Low
P002,2026-01-22,6449,459,164,0,1038.4,1239.3746768655064,1291.1980024526408,0.9598641454778144,7.783256640756358,9646.371184098718,0.0319,Low
P002,2026-01-23,7289,537,114,0,1111.4,1207.3381474168473,1275.827070656754,0.9463180126223291,7.212310779481125,8707.6979350933,0.0313,Low
P002,2026-01-24,7035,780,145,0,1238.5,1215.1364352966739,1272.6878532230048,0.9547796206835937,7.25887004195954,8820.517467068532,0.0101,Low
P002,2026-01-25,5963,776,51,0,1035.3000000000002,1170.1434673087826,1253.0211176920707,0.9338577310855567,6.387468190875863,7474.254176196039,0.0077,Low
P002,2026-01-26,4558,491,175,0,876.3,1096.6411151959053,1222.238410975919,0.8972399299314057,8.235826859502126,9031.746351764801,0.0281,Low
P002,2026-01-27,7136,1149,282,0,1570.1,1215.0559620760118,1250.305184549487,0.9718074973797288,5.512541965032294,6698.046980806703,0.0223,Low
P002,2026-01-28,6429,700,96,0,1088.9,1183.5069554013562,1237.4332470200827,0.956420840224879,5.39374688615762,6383.53695544195,0.0143,Low
P002,2026-01-29,6642,620,228,0,1202.2,1188.1813295636948,1234.6534001035461,0.9623602217759607,5.5043697828240346,6540.1894069660875,0.0308,Low
P002,2026-01-30,5428,862,349,0,1322.8000000000002,1221.8420083671483,1241.5396259570475,0.9841345157098306,5.490186015151816,6708.1399070623265,0.024,Low
P002,2026-01-31,6506,827,265,0,1329.1,1248.6600981982635,1248.3179856348395,1.0002740508144723,5.467949064108335,6827.609815332617,0.0183,Low
P002,2026-02-01,6067,773,197,0,1190.2,1234.0436053865392,1243.856556176303,0.9921108582318864,5.698907280642915,7032.700087368181,0.0183,Low
P002,2026-02-02,6816,474,199,0,1117.6,1204.9305106791667,1234.2394752994521,0.9762534135640828,7.318387150748177,8818.147966898852,0.0527,Low
P002,2026-02-03,7416,1142,292,0,1604.6,1304.8535291085175,1262.2483695261787,1.033753380296144,7.429975451227772,9695.029688724208,0.0241,Low
P002,2026-02-04,9899,476,283,0,1510.9,1356.3673299021489,1280.928484850127,1.0588938690608554,7.64183033037669,10365.129000778288,0.0464,Low
P002,2026-02-05,6944,1363,115,0,1490.9,1390.0015664496295,1296.6061548482708,1.0720306629209093,7.824330628194077,10875.83182960958,0.0338,Low
P002,2026-02-06,5410,526,20,0,824.0,1248.497801694322,1261.5186907646355,0.9896783939370688,4.577734621548677,5715.2916117435125,0.0071,Low
P002,2026-02-07,5881,478,211,0,1038.1,1195.8974108613015,1245.0185986027293,0.9605458124063254,4.145914475573285,4958.088386990482,0.0,Low
P002,2026-02-08,7182,1269,291,0,1643.7,1307.849559287729,1274.3191302646944,1.0263124188938024,4.07556023003923,5330.219650707402,0.0,Low
P002,2026-02-09,5804,437,245,0,1043.9,1241.8615058513178,1257.4611331607316,0.9875943384857183,3.7668569477613154,4677.914641473366,0.0071,Low
P002,2026-02-10,4689,1256,314,0,1410.9,1284.1214481315196,1268.6401598256996,1.012203049118291,4.1684340509128495,5352.775569898945,0.0,Low
P002,2026-02-11,5966,192,332,0,1024.6,1219.2407190794402,1250.9291495585344,0.9746680775350401,4.034862109712709,4919.46818003251,0.0071,Low
P002,2026-02-12,6497,1078,37,0,1225.7,1220.855546160681,1249.104748769061,0.9773844328027231,4.411031530298845,5385.23230805498,0.0057,Low
P002,2026-02-13,5770,708,201,0,1132.0,1198.6415889364453,1240.6647828948715,0.9661284787002197,5.1426213348273535,6164.159808075922,0.0271,Low
P002,2026-02-14,5994,893,89,0,1134.9,1182.7061536728195,1233.0657161851354,0.9591590525607109,5.294902289194959,6262.313520527177,0.0052,Low
P002,2026-02-15,6456,742,248,0,1264.6,1203.1796518992303,1235.3249010999025,0.9739782959836446,8.906634965056808,10716.281956850564,0.0552,Low
P002,2026-02-16,7737,369,43,0,1001.2,1152.6846711403607,1218.5964586572159,0.9459117113727696,8.070640548296236,9302.903646304907,0.0235,Low
P002,2026-02-17,8586,806,121,0,1382.6,1210.1635612246755,1230.2856121783611,0.9836443988363798,8.959015064237187,10841.87357520279,0.0184,Low
P002,2026-02-18,8996,741,314,0,1584.1,1303.6477415079944,1255.4452284088713,1.0383947476356787,6.823695750685887,8895.695554119355,0.0524,Low
P002,2026-02-19,6771,1324,372,0,1711.1,1405.510863818288,1287.777354108469,1.0914237996342842,5.438009501555467,7643.181431983282,0.0116,Low
P002,2026-02-20,6296,998,261,0,1389.6,1401.5331461742155,1294.9880713459331,1.0822749385597015,5.698020719028595,7985.964905306013,0.0116,Low
P002,2026-02-21,8722,417,265,0,1345.7,1387.5748551841652,1298.5726747488313,1.0685384587868092,6.111270915525453,8479.845855601432,0.075,Low
P002,2026-02-22,8257,179,78,0,993.2,1288.981117832409,1277.02428734777,1.00936303288001,4.77862162662912,6159.553045990528,0.0071,Low
P002,2026-02-23,3610,625,268,0,941.5,1202.1108228082173,1253.3860653529528,0.9590906157703274,4.247750996876361,5106.2674459394675,0.0,Low
P002,2026-02-24,8923,728,359,0,1615.3000000000002,1305.4081309883693,1278.8456451783586,1.0207706658754736,4.315890528855453,5633.9985888236015,0.0071,Low
P002,2026-02-25,4599,195,191,0,748.4000000000001,1166.156084205633,1241.5818370704924,0.9392502692892731,3.2190577008402097,3753.923723243807,0.0,Low
P002,2026-02-26,7245,696,20,0,1092.5,1147.7420617622201,1231.122272745423,0.9322729982619894,3.8116153148263536,4374.7512200832525,0.0091,Low
P002,2026-02-27,6536,315,263,0,1074.1,1129.3315452778602,1220.118750614108,0.925591493003064,3.9720320747014655,4485.741120815831,0.0,Low
P002,2026-02-28,7219,424,145,0,1078.9,1116.7236584222815,1210.2336581254722,0.9227339214186396,4.203954560796093,4694.655516973248,0.0,Low
P002,2026-03-01,5080,687,292,0,1143.5,1123.4177440301958,1205.5672261165043,0.9318582243899255,4.259637120362119,4785.351924144491,0.0091,Low
P002,2026-03-02,5191,857,143,0,1090.6,1115.2133078264073,1197.5357191830817,0.931256814013531,4.377730034462366,4882.102792503787,0.0,Low
P002,2026-03-03,5480,674,93,0,978.0,1080.9099802544379,1182.2128437027734,0.9143108001820079,8.101870163222197,8757.392318152524,0.0313,Low
P002,2026-03-04,5839,347,393,0,1150.4,1098.2824854245623,1179.9942553372834,0.9307523923522077,19.330735193819443,21230.607893752076,0.0098,Low
P002,2026-03-05,6722,496,218,0,1138.2,1108.2618641691206,1177.0818276941434,0.941533399529944,18.43955881429098,20435.85982598226,0.0,Low
P002,2026-03-06,6501,640,258,0,1228.1,1138.2213983535746,1180.6344672444257,0.964076028857092,14.681779043417333,16711.11507311668,0.0199,Low
P002,2026-03-07,7806,547,139,0,1193.1,1151.941048843054,1181.501921399285,0.9749802503316932,14.305134753653318,16478.671931964625,0.0348,Low
P002,2026-03-08,6257,100,45,0,720.7,1044.1307861733412,1149.4554940996036,0.9083699042280321,5.992581628120423,6257.038966577298,0.0052,Low
P002,2026-03-09,8720,1200,171,0,1643.0,1193.848090108017,1183.7591262184242,1.0085228097346075,4.288300648618914,5119.579539162661,0.0,Low
P002,2026-03-10,7534,800,504,0,1657.4,1309.7360678585142,1216.6616251825105,1.0764998500688663,4.05266841342468,5307.925992133243,0.0392,Low
P002,2026-03-11,8349,668,101,0,1269.9,1299.7770508760002,1220.358090897042,1.0650783978248517,4.057332592086338,5273.627790965058,0.0162,Low
P002,2026-03-12,4260,767,121,0,930.5,1207.4577880326513,1200.2419521321813,1.0060119760249437,3.522189137535815,4252.894705041627,0.0,Low
P002,2026-03-13,4536,512,88,0,797.6,1104.993340920978,1172.3107527526433,0.9425771527733817,2.9024493747204727,3207.1872314263787,0.0,Low
P002,2026-03-14,9200,971,195,0,1600.5,1228.8700057845895,1202.002159082071,1.0223525692329127,2.9686178881293372,3648.0454813577344,0.0,Low
P002,2026-03-15,8889,729,110,0,1363.4,1262.5025043575533,1213.1895638690482,1.0406473411498571,3.629983076428284,4582.862724766244,0.0071,Low
P002,2026-03-16,8954,868,92,0,1421.4,1302.226878285095,1227.6167643985098,1.0607763802536354,4.031152698792939,5249.475394839664,0.0,Low
P002,2026-03-17,6384,443,58,0,917.9000000000001,1206.1451586831101,1206.163036631234,0.9999851695438906,3.9702696337536265,4788.721497418502,0.0071,Low
P002,2026-03-18,8059,1279,56,0,1501.4,1279.9588690300277,1226.607563324245,1.043494999432618,3.923410833573511,5021.80449328091,0.0,Low
P002,2026-03-19,7514,511,147,0,1153.9,1248.4441517668547,1221.5741415864888,1.0219962088633499,4.114225604777373,5136.380895333763,0.0071,Low
P002,2026-03-20,5781,447,201,0,1002.6,1186.9831138168531,1206.4189145017917,0.9838896669388995,4.581979011798707,5438.731714868297,0.0071,Low
P002,2026-03-21,5423,787,191,0,1126.8000000000002,1171.9373353611184,1200.909827254198,0.975874540290782,5.316937727300694,6231.117832413775,0.0166,Low
P002,2026-03-22,6311,434,138,0,986.1,1125.4780015173149,1186.0498318506352,0.948929768213781,5.036332027836892,5668.2809056675105,0.0052,Low
P002,2026-03-23,7802,856,98,0,1306.2,1170.6585011405564,1194.3597526013818,0.9801556765365214,5.729756859239495,6707.588576737129,0.0191,Low
P002,2026-03-24,6818,932,29,0,1176.8000000000002,1172.193875855483,1193.1455106698709,0.9824399920618023,6.556031730270672,7684.940244137508,0.0184,Low
P002,2026-03-25,7484,507,253,0,1254.9,1192.8704068922739,1197.4149969833268,0.9962046574791958,10.0219006152972,11954.828664803501,0.0405,Low
P002,2026-03-26,5524,165,33,0,667.9,1061.6278051660556,1160.8124652477188,0.9145558199996972,4.934358990108071,5238.452704569826,0.0052,Low
P002,2026-03-27,6741,784,106,0,1172.1,1089.2458538750386,1161.59258785287,0.9377176265486197,5.060343596065735,5511.958281197705,0.0052,Low
P002,2026-03-28,7627,208,190,0,1056.7,1081.1093904061693,1154.3441530264824,0.9365572461264023,5.020103053838242,5427.280552311211,0.0052,Low
P002,2026-03-29,4853,511,201,0,941.8,1046.2820428042744,1139.658653579675,0.9180661510683348,4.767009209035885,4987.6361332968545,0.0,Low
P002,2026-03-30,5379,591,297,0,1130.4,1067.3115321033654,1139.0190194161871,0.937044513339188,5.372249263639262,5733.863592415997,0.0052,Low
P002,2026-03-31,5804,957,83,0,1141.9,1085.9586490776303,1139.2180282051456,0.9532491697450417,5.552378716235375,6029.6536898503555,0.0052,Low
P003,2026-01-01,11338,230,190,0,1438.8,0.0,0.0,0.0,0.0,0.0,0.0,Low
P003,2026-01-02,10041,911,307,0,1766.6,0.0,0.0,0.0,0.0,0.0,0.0,Low
P003,2026-01-03,8270,998,254,0,1580.0,1606.172972972973,0.0,0.0,9.768532249155065,15689.952484207754,0.0546,Low
P003,2026-01-04,10927,1048,304,0,1920.7,1721.2,0.0,0.0,8.157278785122262,14040.308244952437,0.0574,Low
P003,2026-01-05,8558,825,227,0,1495.3000000000002,1647.1533930857875,0.0,0.0,8.239908457422608,13572.393174359926,0.0485,Low
P003,2026-01-06,9767,845,299,0,1698.2,1662.6781110781112,0.0,0.0,9.219055434526991,15328.321675803734,0.0485,Low
P003,2026-01-07,12289,1233,237,0,2082.4,1783.7727688948369,0.0,0.0,7.688675294551957,13714.84961929627,0.0568,Low
P003,2026-01-08,10977,849,66,0,1588.2,1729.4401831284442,0.0,0.0,8.299523315232188,14353.529122173948,0.0899,Low
